"row ID","Age","Employment class","Fnlwgt","Education level","Education years","Marital status","Occupation","Relationship status","Race","Sex","Capital gain","Capital loss","Work hours per week","Native country","Salary","Prediction (Salary)"
"6466",20,"Private",123901,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Female",0,0,40,"United-States",,"<=50K"
"6468",45,"Self-emp-inc",32356,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,51,"United-States",,"<=50K"
"6475",56,"Private",247337,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",,">50K"
"6481",46,"Local-gov",165484,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,44,"United-States",,">50K"
"6484",53,"Private",95469,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1902,40,"United-States",,">50K"
"6485",47,"Private",244025,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","Amer-Indian-Eskimo","Male",0,0,56,"Puerto-Rico",,"<=50K"
"6486",46,"Federal-gov",46537,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"6487",47,"Private",205730,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,56,"United-States",,">50K"
"6488",29,"Private",383745,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1887,30,"United-States",,">50K"
"6490",90,"Private",84553,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"6492",23,"Private",123983,"Assoc-voc",11,"Never-married","Prof-specialty","Own-child","Asian-Pac-Islander","Male",0,0,40,"United-States",,"<=50K"
"6496",81,"Self-emp-inc",247232,"10th",6,"Married-civ-spouse","Exec-managerial","Wife","White","Female",2936,0,28,"United-States",,"<=50K"
"6502",36,"Private",130620,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","Asian-Pac-Islander","Female",0,0,35,"Philippines",,">50K"
"6503",32,"Private",208180,"Assoc-voc",11,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,24,"United-States",,">50K"
"6505",29,"Federal-gov",142712,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",,">50K"
"6508",48,"State-gov",201177,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United-States",,">50K"
"6512",30,"Private",190912,"11th",7,"Married-civ-spouse","Handlers-cleaners","Husband","Asian-Pac-Islander","Male",0,1651,40,"Vietnam",,"<=50K"
"6520",56,"Private",178202,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"6522",20,"Private",203027,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"6523",38,"State-gov",142022,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,0,40,"United-States",,"<=50K"
"6526",47,"Private",178341,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,46,"United-States",,">50K"
"6527",25,"Local-gov",244408,"Bachelors",13,"Never-married","Tech-support","Unmarried","Asian-Pac-Islander","Female",0,0,40,"Vietnam",,"<=50K"
"6531",30,"Local-gov",181091,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"6532",39,"Self-emp-inc",135500,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,40,"United-States",,">50K"
"6534",26,"Private",86483,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"6535",47,"Private",167787,"HS-grad",9,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States",,"<=50K"
"6551",38,"Private",161141,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States",,">50K"
"6556",34,"Private",181091,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",7688,0,40,"United-States",,">50K"
"6557",38,"Private",309122,"10th",6,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"6558",43,"Federal-gov",105936,"Assoc-voc",11,"Never-married","Prof-specialty","Not-in-family","White","Female",13550,0,40,"United-States",,">50K"
"6560",36,"Federal-gov",192443,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","Black","Male",13550,0,40,"United-States",,">50K"
"6568",47,"Private",199058,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",,">50K"
"6578",44,"Local-gov",193425,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",4386,0,40,"United-States",,">50K"
"6582",43,"State-gov",114508,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"6583",24,"Private",204172,"Bachelors",13,"Never-married","Sales","Other-relative","White","Female",0,0,40,"United-States",,"<=50K"
"6584",27,"Local-gov",162973,"Assoc-voc",11,"Never-married","Protective-serv","Not-in-family","White","Male",0,0,56,"United-States",,"<=50K"
"6590",49,"Private",50567,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,32,"United-States",,"<=50K"
"6591",20,"Private",117476,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"6592",41,"Private",315834,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1876,40,"United-States",,"<=50K"
"6594",36,"Private",195516,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"6595",44,"Self-emp-not-inc",218653,"Bachelors",13,"Divorced","Craft-repair","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"6598",19,"Private",129151,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"6602",29,"Private",197932,"Some-college",10,"Separated","Priv-house-serv","Not-in-family","White","Female",0,0,30,"Guatemala",,"<=50K"
"6605",35,"Local-gov",331395,"Assoc-voc",11,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,42,"United-States",,"<=50K"
"6608",25,"Private",238964,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States",,">50K"
"6612",39,"Private",70240,"Some-college",10,"Married-civ-spouse","Sales","Wife","Asian-Pac-Islander","Female",0,0,40,"Philippines",,"<=50K"
"6613",18,"Self-emp-not-inc",87169,"HS-grad",9,"Never-married","Farming-fishing","Own-child","Asian-Pac-Islander","Male",0,0,40,"United-States",,"<=50K"
"6614",43,"Private",253759,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,45,"United-States",,"<=50K"
"6619",40,"Local-gov",26929,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"6623",48,"Private",164423,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"6629",36,"State-gov",76767,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,39,"United-States",,"<=50K"
"6630",20,"Private",218178,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"6634",57,"Private",197642,"Some-college",10,"Widowed","Other-service","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"6637",51,"Private",166934,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",,">50K"
"6641",28,"Self-emp-not-inc",51461,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"6646",43,"Private",174051,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States",,"<=50K"
"6648",32,"Private",170017,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",,"<=50K"
"6653",26,"Private",557236,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"6654",68,"Private",32779,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,419,12,"United-States",,"<=50K"
"6660",30,"Private",149507,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,42,"United-States",,"<=50K"
"6668",23,"Self-emp-not-inc",174714,"10th",6,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,60,"United-States",,"<=50K"
"6671",53,"Self-emp-not-inc",108815,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States",,"<=50K"
"6674",46,"Local-gov",33373,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"6681",28,"Private",64307,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"6688",50,"Private",180607,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States",,"<=50K"
"6690",80,"Self-emp-not-inc",562336,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,20,"United-States",,"<=50K"
"6691",38,"Self-emp-not-inc",334366,"Some-college",10,"Married-civ-spouse","Farming-fishing","Wife","White","Female",0,0,15,"United-States",,"<=50K"
"6692",52,"State-gov",142757,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,40,"United-States",,">50K"
"6694",43,"Private",96483,"HS-grad",9,"Divorced","Other-service","Own-child","Asian-Pac-Islander","Female",0,0,40,"South",,"<=50K"
"6695",45,"Private",51744,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,42,"United-States",,"<=50K"
"6697",30,"Private",393965,"Assoc-acdm",12,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,25,"United-States",,"<=50K"
"6700",44,"Private",209174,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States",,">50K"
"6702",23,"Private",102942,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,2258,40,"United-States",,">50K"
"6703",33,"Self-emp-not-inc",427474,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",,">50K"
"6706",41,"Self-emp-not-inc",32533,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"United-States",,"<=50K"
"6715",19,"Private",109005,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States",,"<=50K"
"6717",38,"Self-emp-not-inc",280169,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",7298,0,50,"United-States",,">50K"
"6721",41,"Private",183105,"HS-grad",9,"Separated","Machine-op-inspct","Unmarried","White","Female",0,0,44,"Cuba",,"<=50K"
"6722",37,"Private",335168,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States",,"<=50K"
"6723",38,"Local-gov",86643,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",,">50K"
"6726",38,"Self-emp-not-inc",146042,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",3103,0,60,"United-States",,">50K"
"6727",49,"Self-emp-not-inc",102110,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,30,"United-States",,">50K"
"6730",40,"Federal-gov",199303,"Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",,">50K"
"6732",34,"Federal-gov",345259,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,99,"United-States",,"<=50K"
"6738",42,"Private",29962,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"6742",48,"Private",240629,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,65,"United-States",,"<=50K"
"6745",57,"Private",29375,"HS-grad",9,"Separated","Sales","Not-in-family","Amer-Indian-Eskimo","Female",0,0,35,"United-States",,"<=50K"
"6746",36,"Local-gov",137314,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,60,"United-States",,">50K"
"6751",23,"Private",72887,"HS-grad",9,"Never-married","Craft-repair","Own-child","Asian-Pac-Islander","Male",0,0,1,"Vietnam",,"<=50K"
"6753",32,"Private",178615,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",2407,0,40,"United-States",,"<=50K"
"6754",33,"Private",295589,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Black","Male",0,0,50,"United-States",,">50K"
"6759",27,"Self-emp-not-inc",107846,"HS-grad",9,"Never-married","Protective-serv","Not-in-family","White","Male",0,0,30,"United-States",,"<=50K"
"6761",35,"Private",204590,"Assoc-voc",11,"Married-civ-spouse","Other-service","Wife","Black","Female",0,0,40,"United-States",,">50K"
"6763",41,"Private",190591,"HS-grad",9,"Separated","Other-service","Unmarried","Black","Female",0,0,20,"United-States",,"<=50K"
"6766",52,"Private",128378,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",,">50K"
"6773",59,"Private",176647,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,">50K"
"6775",23,"Local-gov",210781,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,15,"United-States",,"<=50K"
"6778",36,"Private",86459,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,50,"United-States",,">50K"
"6779",64,"Private",312242,"Some-college",10,"Widowed","Exec-managerial","Not-in-family","White","Female",0,0,3,"United-States",,"<=50K"
"6780",34,"Private",185408,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"6783",40,"State-gov",166327,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","Black","Female",0,0,35,"United-States",,"<=50K"
"6786",30,"Private",158420,"Bachelors",13,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,25,"United-States",,"<=50K"
"6793",50,"Private",177705,"Bachelors",13,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"6795",32,"Self-emp-not-inc",129497,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United-States",,">50K"
"6799",45,"Private",246431,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,30,"United-States",,"<=50K"
"6803",28,"Private",263128,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,60,"United-States",,"<=50K"
"6806",34,"Private",430554,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",,">50K"
"6809",32,"Private",207400,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"United-States",,"<=50K"
"6816",45,"Private",287190,"Assoc-acdm",12,"Divorced","Adm-clerical","Unmarried","Black","Male",0,0,35,"United-States",,"<=50K"
"6818",52,"Self-emp-inc",260938,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",,">50K"
"6823",29,"Private",389713,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,">50K"
"6824",23,"Private",174413,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"6825",34,"State-gov",189843,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"6828",23,"Private",193090,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,30,"United-States",,"<=50K"
"6829",79,"Private",172220,"7th-8th",4,"Widowed","Priv-house-serv","Not-in-family","White","Female",2964,0,30,"United-States",,"<=50K"
"6842",58,"Private",183893,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States",,"<=50K"
"6844",40,"Private",111829,"Masters",14,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States",,"<=50K"
"6845",43,"Federal-gov",175669,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",,"<=50K"
"6846",25,"State-gov",104097,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"6854",33,"Private",240979,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"6855",26,"Private",248612,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,70,"United-States",,">50K"
"6865",31,"Private",179013,"HS-grad",9,"Separated","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States",,"<=50K"
"6866",58,"Private",196643,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,15,"United-States",,"<=50K"
"6869",57,"Private",35884,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"6873",51,"Private",70767,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States",,"<=50K"
"6888",60,"Private",198170,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",,">50K"
"6902",40,"State-gov",174283,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,50,"United-States",,">50K"
"6903",17,"Private",126832,"10th",6,"Never-married","Other-service","Own-child","White","Male",0,0,30,"United-States",,"<=50K"
"6905",34,"Private",265706,"Masters",14,"Never-married","Sales","Unmarried","White","Male",0,0,60,"United-States",,">50K"
"6909",32,"Private",286675,"Some-college",10,"Never-married","Exec-managerial","Other-relative","White","Male",0,0,40,"United-States",,"<=50K"
"6911",36,"Private",132879,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Male",0,0,45,"United-States",,"<=50K"
"6912",26,"Private",314798,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,50,"United-States",,"<=50K"
"6914",35,"Private",134367,"Assoc-acdm",12,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"6916",28,"Private",195573,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States",,"<=50K"
"6918",31,"Private",164190,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"6919",23,"Private",380281,"Assoc-acdm",12,"Never-married","Other-service","Own-child","White","Male",0,0,25,"Columbia",,"<=50K"
"6920",58,"Self-emp-inc",190763,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",,">50K"
"6926",33,"Self-emp-not-inc",272359,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",7298,0,80,"United-States",,">50K"
"6931",66,"Private",169435,"HS-grad",9,"Widowed","Craft-repair","Not-in-family","White","Male",0,0,16,"United-States",,"<=50K"
"6935",26,"Private",154785,"Some-college",10,"Married-spouse-absent","Adm-clerical","Own-child","Other","Female",0,0,35,"United-States",,"<=50K"
"6938",61,"Private",175331,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"6939",30,"Private",226443,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",,">50K"
"6940",22,"Private",46561,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"6943",67,"Private",118363,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,2206,5,"United-States",,"<=50K"
"6950",48,"Private",50880,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Germany",,"<=50K"
"6956",19,"Private",92863,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,20,"United-States",,"<=50K"
"6957",27,"Private",179565,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,37,"United-States",,"<=50K"
"6963",34,"Federal-gov",191342,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,38,"United-States",,"<=50K"
"6966",56,"Private",279340,"11th",7,"Separated","Other-service","Not-in-family","Black","Female",0,0,40,"United-States",,"<=50K"
"6968",37,"Private",151771,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"6970",21,"Private",120326,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States",,"<=50K"
"6972",27,"Private",144133,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Other-relative","White","Male",0,0,50,"United-States",,"<=50K"
"6974",33,"Private",312055,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"6975",32,"Private",235847,"Some-college",10,"Never-married","Exec-managerial","Other-relative","White","Female",0,0,50,"United-States",,"<=50K"
"6977",26,"Private",396482,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,48,"United-States",,"<=50K"
"6979",20,"Private",39477,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,30,"United-States",,"<=50K"
"6983",30,"Local-gov",40338,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"6985",36,"Private",374983,"11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"6986",29,"Private",285419,"12th",8,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"6988",45,"State-gov",187581,"Assoc-voc",11,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"6990",42,"Private",68729,"Some-college",10,"Never-married","Craft-repair","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"United-States",,"<=50K"
"6994",21,"Private",232591,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"6997",34,"Private",202498,"12th",8,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Dominican-Republic",,"<=50K"
"7005",55,"Private",194290,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"7009",47,"Private",386136,"Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",,">50K"
"7011",41,"Private",152529,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States",,">50K"
"7013",18,"Private",133654,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States",,"<=50K"
"7015",57,"Private",73051,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"7022",18,"Private",276540,"12th",8,"Never-married","Sales","Own-child","Black","Female",0,0,15,"United-States",,"<=50K"
"7029",35,"Private",105821,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",5178,0,40,"United-States",,">50K"
"7033",34,"Private",191930,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States",,"<=50K"
"7042",30,"Private",189759,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"7043",68,"Self-emp-not-inc",69249,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States",,"<=50K"
"7045",65,"Self-emp-not-inc",175202,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,24,"United-States",,"<=50K"
"7046",32,"Private",27051,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,44,"United-States",,"<=50K"
"7074",65,"Without-pay",172949,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",2414,0,20,"United-States",,"<=50K"
"7076",43,"Local-gov",223861,"Assoc-voc",11,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"7078",35,"Private",183892,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"7079",48,"Private",47022,"HS-grad",9,"Widowed","Handlers-cleaners","Other-relative","White","Female",0,0,48,"United-States",,"<=50K"
"7080",55,"Federal-gov",145401,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",,">50K"
"7082",56,"Private",105363,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",4508,0,40,"United-States",,"<=50K"
"7085",21,"Private",156807,"HS-grad",9,"Never-married","Other-service","Own-child","Black","Male",0,0,10,"United-States",,"<=50K"
"7098",39,"Private",89419,"Assoc-voc",11,"Divorced","Other-service","Not-in-family","Amer-Indian-Eskimo","Female",0,0,40,"Columbia",,"<=50K"
"7103",39,"Private",194287,"7th-8th",4,"Never-married","Other-service","Own-child","White","Male",0,1602,35,"United-States",,"<=50K"
"7104",24,"Private",141040,"Some-college",10,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States",,"<=50K"
"7105",36,"Private",222294,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"United-States",,"<=50K"
"7107",52,"Private",38795,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"7111",47,"Federal-gov",160647,"HS-grad",9,"Separated","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"7114",33,"Private",166961,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States",,"<=50K"
"7122",40,"Federal-gov",26880,"Some-college",10,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"7129",44,"Private",106900,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,68,"United-States",,"<=50K"
"7133",48,"Federal-gov",215389,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States",,">50K"
"7135",39,"Private",173476,"Prof-school",15,"Married-civ-spouse","Craft-repair","Husband","White","Male",7688,0,40,"United-States",,">50K"
"7137",44,"Private",377018,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,">50K"
"7139",25,"Private",170786,"9th",5,"Never-married","Transport-moving","Other-relative","White","Male",0,0,40,"United-States",,"<=50K"
"7143",31,"Private",178623,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Black","Female",14084,0,60,"United-States",,">50K"
"7146",55,"Self-emp-not-inc",396878,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,25,"United-States",,"<=50K"
"7148",45,"Private",203653,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",7298,0,40,"United-States",,">50K"
"7150",29,"Private",107812,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,15,"United-States",,"<=50K"
"7151",48,"Private",185143,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"7153",52,"Self-emp-inc",114758,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,50,"United-States",,">50K"
"7155",34,"Private",321787,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
